Date,Open,High,Low,Close,Volume,Adj. Close*
18-Nov-94,3828.05,3844.87,3773.21,3815.26,356729984,3815.26
17-Nov-94,3845.20,3868.08,3797.77,3828.05,323190016,3828.05
16-Nov-94,3826.36,3864.38,3803.82,3845.20,296980000,3845.20
15-Nov-94,3829.73,3871.45,3794.40,3826.36,336329984,3826.36
14-Nov-94,3801.47,3849.91,3795.07,3829.73,260380000,3829.73
11-Nov-94,3821.99,3830.06,3779.93,3801.47,220800000,3801.47
10-Nov-94,3831.75,3873.47,3821.99,3821.99,280910016,3821.99
9-Nov-94,3830.74,3882.89,3798.44,3831.75,341500000,3831.75
8-Nov-94,3808.87,3857.65,3798.75,3830.74,290860000,3830.74
7-Nov-94,3807.52,3830.40,3781.62,3808.87,255030000,3808.87
4-Nov-94,3845.88,3879.52,3802.81,3807.52,280560000,3807.52
3-Nov-94,3837.13,3872.46,3814.25,3845.88,284480000,3845.88
2-Nov-94,3863.37,3888.94,3820.31,3837.13,331360000,3837.13
1-Nov-94,3908.12,3919.90,3836.79,3863.37,314940000,3863.37
31-Oct-94,3930.66,3956.90,3889.28,3908.12,302809984,3908.12
28-Oct-94,3875.15,3953.54,3863.37,3930.66,381449984,3930.66
27-Oct-94,3848.23,3893.99,3834.44,3875.15,327790016,3875.15
26-Oct-94,3850.59,3891.97,3816.61,3848.23,322560000,3848.23
25-Oct-94,3855.30,3883.56,3803.49,3850.59,326100000,3850.59
24-Oct-94,3891.30,3925.61,3840.16,3855.30,282800000,3855.30
21-Oct-94,3911.15,3921.58,3861.35,3891.30,309409984,3891.30
20-Oct-94,3936.04,3954.89,3873.13,3911.15,326100000,3911.15
19-Oct-94,3917.54,3958.25,3887.93,3936.04,317030016,3936.04
18-Oct-94,3923.93,3945.46,3892.64,3917.54,259730000,3917.54
17-Oct-94,3910.47,3949.84,3883.22,3923.93,238490000,3923.93
14-Oct-94,3889.95,3927.97,3862.03,3910.47,251770000,3910.47
13-Oct-94,3878.18,3944.12,3878.18,3889.95,337900000,3889.95
12-Oct-94,3876.83,3903.07,3844.87,3875.15,269550016,3875.15
11-Oct-94,3828.96,3898.36,3828.96,3876.83,355540000,3876.83
10-Oct-94,3797.43,3843.19,3789.36,3821.32,213110000,3821.32
7-Oct-94,3775.56,3826.03,3754.37,3797.43,284230016,3797.43
6-Oct-94,3787.34,3810.89,3752.01,3775.56,272620000,3775.56
5-Oct-94,3801.13,3811.56,3736.20,3787.34,359670016,3787.34
4-Oct-94,3846.89,3873.47,3788.35,3801.13,325620000,3801.13
3-Oct-94,3843.19,3872.79,3809.21,3846.89,269129984,3846.89
30-Sep-94,3854.63,3891.30,3825.69,3843.19,292060000,3843.19
29-Sep-94,3878.18,3892.64,3834.78,3854.63,302280000,3854.63
28-Sep-94,3863.04,3904.76,3854.29,3878.18,330020000,3878.18
27-Sep-94,3849.24,3891.63,3828.72,3863.04,290329984,3863.04
26-Sep-94,3831.75,3869.43,3804.50,3849.24,272529984,3849.24
23-Sep-94,3837.13,3872.46,3806.51,3831.75,300060000,3831.75
22-Sep-94,3851.60,3882.55,3818.29,3837.13,305209984,3837.13
21-Sep-94,3869.09,3886.92,3806.85,3851.60,355329984,3851.60
20-Sep-94,3932.01,3932.01,3859.67,3869.09,326049984,3869.09
19-Sep-94,3933.35,3972.72,3909.80,3936.72,272920000,3936.72
16-Sep-94,3953.88,3955.22,3894.66,3933.35,410750016,3933.35
15-Sep-94,3895.33,3959.93,3883.90,3953.88,281889984,3953.88
14-Sep-94,3879.86,3918.55,3856.64,3895.33,297480000,3895.33
13-Sep-94,3860.34,3905.76,3854.29,3879.86,293369984,3879.86
12-Sep-94,3874.81,3897.02,3843.86,3860.34,244680000,3860.34
9-Sep-94,3902.06,3902.06,3844.20,3874.81,293329984,3874.81
8-Sep-94,3886.25,3926.96,3872.46,3908.46,295009984,3908.46
7-Sep-94,3898.70,3920.90,3860.68,3886.25,292110016,3886.25
6-Sep-94,3885.58,3918.55,3860.01,3898.70,199670000,3898.70
2-Sep-94,3901.44,3928.64,3871.98,3885.58,216150000,3885.58
1-Sep-94,3913.42,3927.99,3871.66,3901.44,285670016,3901.44
31-Aug-94,3917.30,3954.54,3878.78,3913.42,354649984,3913.42
30-Aug-94,3898.85,3934.14,3875.87,3917.30,294520000,3917.30
29-Aug-94,3881.05,3927.34,3869.39,3898.85,266080000,3898.85
26-Aug-94,3836.69,3903.38,3836.69,3881.05,305120000,3881.05
25-Aug-94,3846.73,3872.63,3810.47,3829.89,284200000,3829.89
24-Aug-94,3775.83,3852.56,3767.41,3846.73,309780000,3846.73
23-Aug-94,3751.22,3804.64,3745.07,3775.83,307240000,3775.83
22-Aug-94,3755.11,3771.94,3722.41,3751.22,235870000,3751.22
19-Aug-94,3755.43,3785.22,3727.59,3755.11,276630016,3755.11
18-Aug-94,3776.48,3793.63,3736.98,3755.43,287329984,3755.43
17-Aug-94,3784.57,3812.09,3754.46,3776.48,309249984,3776.48
16-Aug-94,3760.29,3804.64,3732.45,3784.57,306640000,3784.57
15-Aug-94,3768.71,3798.17,3742.16,3760.29,223210000,3760.29
12-Aug-94,3750.90,3792.66,3738.27,3768.71,249270000,3768.71
11-Aug-94,3766.76,3785.86,3728.56,3750.90,275689984,3750.90
10-Aug-94,3755.76,3793.97,3738.27,3766.76,279470016,3766.76
9-Aug-94,3753.81,3773.89,3728.56,3755.76,259130000,3755.76
8-Aug-94,3747.02,3780.68,3732.77,3753.81,217670000,3753.81
5-Aug-94,3765.79,3769.68,3725.00,3747.02,230270000,3747.02
4-Aug-94,3792.66,3807.23,3752.52,3765.79,289150016,3765.79
3-Aug-94,3796.22,3815.00,3762.88,3792.66,283840000,3792.66
2-Aug-94,3798.17,3829.25,3776.48,3796.22,294740000,3796.22
1-Aug-94,3764.50,3809.50,3749.28,3798.17,258180000,3798.17
29-Jul-94,3730.83,3782.63,3726.30,3764.50,269560000,3764.50
28-Jul-94,3720.47,3757.05,3701.69,3730.83,247560000,3730.83
27-Jul-94,3735.68,3753.17,3693.27,3720.47,251680000,3720.47
26-Jul-94,3741.84,3764.50,3706.22,3735.68,232670000,3735.68
25-Jul-94,3735.04,3762.56,3713.67,3741.84,213470000,3741.84
22-Jul-94,3732.45,3765.15,3707.19,3735.04,261090000,3735.04
21-Jul-94,3727.27,3763.20,3684.86,3732.45,292080000,3732.45
20-Jul-94,3748.31,3763.85,3706.22,3727.27,267740000,3727.27
19-Jul-94,3755.43,3777.45,3726.30,3748.31,251530000,3748.31
18-Jul-94,3753.81,3779.39,3725.00,3755.43,227480000,3755.43
15-Jul-94,3739.25,3769.35,3712.37,3753.81,275860000,3753.81
14-Jul-94,3704.28,3763.53,3697.48,3739.25,319950016,3739.25
13-Jul-94,3702.66,3738.27,3683.89,3704.28,265840000,3704.28
12-Jul-94,3702.99,3725.32,3660.90,3702.66,252250000,3702.66
11-Jul-94,3709.14,3735.36,3671.26,3702.99,222580000,3702.99
8-Jul-94,3688.42,3728.56,3660.90,3709.14,236520000,3709.14
7-Jul-94,3674.50,3714.32,3656.04,3688.42,258500000,3688.42
6-Jul-94,3652.48,3698.13,3631.11,3674.50,233640000,3674.50
5-Jul-94,3646.65,3680.65,3621.73,3652.48,193030000,3652.48
1-Jul-94,3624.96,3675.79,3611.04,3646.65,199030000,3646.65
30-Jun-94,3667.05,3683.56,3610.72,3624.96,294110016,3624.96
29-Jun-94,3669.64,3711.73,3645.68,3667.05,263890000,3667.05
28-Jun-94,3685.50,3705.58,3630.47,3669.64,265880000,3669.64
27-Jun-94,3636.94,3694.89,3603.92,3685.50,250110000,3685.50
24-Jun-94,3699.09,3704.80,3616.65,3636.94,261260000,3636.94
23-Jun-94,3724.77,3752.04,3685.14,3699.09,256480000,3699.09
22-Jun-94,3707.97,3748.87,3694.65,3724.77,251110000,3724.77
21-Jun-94,3741.90,3756.80,3674.68,3707.97,298729984,3707.97
20-Jun-94,3771.07,3771.07,3716.21,3741.90,229520000,3741.90
17-Jun-94,3811.34,3821.48,3764.09,3776.78,373400000,3776.78
16-Jun-94,3790.41,3830.68,3771.39,3811.34,254880000,3811.34
15-Jun-94,3814.83,3838.29,3772.02,3790.41,269740000,3790.41
14-Jun-94,3783.12,3839.88,3769.17,3814.83,288550016,3814.83
13-Jun-94,3773.45,3808.17,3741.26,3783.12,242810000,3783.12
10-Jun-94,3753.14,3798.68,3739.60,3773.45,222480000,3773.45
9-Jun-94,3749.45,3776.83,3721.45,3753.14,252870000,3753.14
8-Jun-94,3755.91,3780.83,3721.45,3749.45,256000000,3749.45
7-Jun-94,3768.52,3788.52,3733.14,3755.91,234680000,3755.91
6-Jun-94,3772.22,3812.83,3749.75,3768.52,259080000,3768.52
3-Jun-94,3758.99,3792.22,3732.52,3772.22,271489984,3772.22
2-Jun-94,3760.83,3791.60,3732.83,3758.99,271150016,3758.99
1-Jun-94,3758.37,3785.14,3717.76,3760.83,279910016,3760.83
31-May-94,3757.14,3783.29,3725.45,3758.37,216700000,3758.37
27-May-94,3753.46,3772.18,3723.68,3757.14,186430000,3757.14
26-May-94,3755.30,3785.07,3722.76,3753.46,255740000,3753.46
25-May-94,3745.17,3768.19,3710.79,3755.30,254410000,3755.30
24-May-94,3742.41,3786.30,3707.11,3745.17,280040000,3745.17
23-May-94,3766.35,3770.65,3711.40,3742.41,249390000,3742.41
20-May-94,3758.98,3788.76,3721.84,3766.35,295180000,3766.35
19-May-94,3732.89,3782.92,3707.72,3758.98,303680000,3758.98
18-May-94,3720.61,3761.74,3683.16,3732.89,339280000,3732.89
17-May-94,3671.50,3735.04,3653.70,3720.61,311280000,3720.61
16-May-94,3659.68,3694.21,3628.52,3671.50,234680000,3671.50
13-May-94,3652.84,3690.32,3626.37,3659.68,252070000,3659.68
12-May-94,3629.04,3682.58,3624.58,3652.84,272769984,3652.84
11-May-94,3656.41,3678.42,3609.71,3629.04,277400000,3629.04
10-May-94,3629.04,3684.67,3627.56,3656.41,297660000,3656.41
9-May-94,3669.50,3676.93,3612.39,3629.04,250870000,3629.04
6-May-94,3695.97,3702.51,3625.77,3669.50,291910016,3669.50
5-May-94,3697.75,3731.07,3675.45,3695.97,255690000,3695.97
4-May-94,3714.41,3730.17,3670.09,3697.75,267940000,3697.75
3-May-94,3701.02,3736.12,3669.79,3714.41,288270016,3714.41
2-May-94,3681.69,3734.04,3648.97,3701.02,296129984,3701.02
29-Apr-94,3668.31,3707.87,3642.13,3681.69,293969984,3681.69
28-Apr-94,3699.54,3723.93,3640.35,3668.31,325200000,3668.31
26-Apr-94,3705.78,3733.15,3669.79,3699.54,288110016,3699.54
25-Apr-94,3648.68,3721.25,3635.29,3705.78,262220000,3705.78
22-Apr-94,3652.54,3690.32,3621.01,3648.68,295710016,3648.68
21-Apr-94,3598.71,3673.96,3582.94,3652.54,378760000,3652.54
20-Apr-94,3619.82,3662.66,3546.65,3598.71,366540000,3598.71
19-Apr-94,3620.42,3670.39,3567.18,3619.82,323280000,3619.82
18-Apr-94,3661.47,3679.61,3593.35,3620.42,271449984,3620.42
15-Apr-94,3663.25,3699.24,3631.13,3661.47,309550016,3661.47
14-Apr-94,3661.47,3693.59,3625.77,3663.25,275129984,3663.25
13-Apr-94,3681.69,3704.30,3616.85,3661.47,278030016,3661.47
12-Apr-94,3688.83,3722.14,3661.17,3681.69,256250000,3681.69
11-Apr-94,3674.26,3720.66,3651.35,3688.83,243180000,3688.83
8-Apr-94,3693.26,3717.15,3644.03,3674.26,264090000,3674.26
7-Apr-94,3679.73,3712.83,3642.59,3693.26,289280000,3693.26
6-Apr-94,3675.41,3722.34,3643.16,3679.73,302000000,3679.73
5-Apr-94,3625.02,3698.15,3625.02,3675.41,366889984,3675.41
4-Apr-94,3633.08,3633.08,3520.80,3593.35,344390016,3593.35
31-Mar-94,3626.75,3673.10,3544.12,3635.96,403580000,3635.96
30-Mar-94,3699.02,3718.88,3612.36,3626.75,390520000,3626.75
29-Mar-94,3762.35,3771.86,3689.23,3699.02,301630016,3699.02
28-Mar-94,3774.73,3793.45,3719.74,3762.35,287360000,3762.35
25-Mar-94,3821.09,3845.85,3764.66,3774.73,249670000,3774.73
24-Mar-94,3865.42,3865.42,3792.58,3821.09,303800000,3821.09
23-Mar-94,3862.55,3901.41,3839.80,3869.46,284600000,3869.46
22-Mar-94,3864.85,3896.23,3840.66,3862.55,283089984,3862.55
21-Mar-94,3895.65,3898.25,3838.65,3864.85,247390000,3864.85
18-Mar-94,3865.14,3911.78,3838.65,3895.65,462240000,3895.65
17-Mar-94,3848.15,3891.34,3821.66,3865.14,303950016,3865.14
16-Mar-94,3849.59,3879.53,3819.94,3848.15,306820000,3848.15
15-Mar-94,3862.98,3888.46,3826.85,3849.59,329260000,3849.59
14-Mar-94,3862.70,3894.21,3835.96,3862.98,260160000,3862.98
11-Mar-94,3830.62,3872.83,3806.69,3862.70,303249984,3862.70
10-Mar-94,3853.41,3865.51,3801.63,3830.62,369369984,3830.62
9-Mar-94,3851.72,3874.52,3817.95,3853.41,309809984,3853.41
8-Mar-94,3856.22,3881.55,3822.45,3851.72,298110016,3851.72
7-Mar-94,3832.30,3882.40,3824.71,3856.22,285580000,3856.22
4-Mar-94,3824.42,3868.04,3800.50,3832.30,311849984,3832.30
3-Mar-94,3831.74,3862.13,3784.74,3824.42,291960000,3824.42
2-Mar-94,3809.23,3845.25,3741.69,3831.74,361129984,3831.74
1-Mar-94,3832.02,3848.34,3772.93,3809.23,304449984,3809.23
28-Feb-94,3838.78,3874.52,3817.95,3832.02,267610000,3832.02
25-Feb-94,3839.90,3868.89,3811.76,3838.78,273680000,3838.78
24-Feb-94,3891.68,3895.62,3823.86,3839.90,342940000,3839.90
23-Feb-94,3911.66,3931.36,3872.83,3891.68,309910016,3891.68
22-Feb-94,3887.46,3928.83,3873.39,3911.66,270900000,3911.66
18-Feb-94,3922.64,3931.92,3869.73,3887.46,293209984,3887.46
17-Feb-94,3937.27,3975.82,3894.21,3922.64,340030016,3922.64
16-Feb-94,3928.27,3964.85,3906.32,3937.27,295449984,3937.27
15-Feb-94,3904.06,3950.50,3891.40,3928.27,306790016,3928.27
14-Feb-94,3894.78,3935.86,3873.67,3904.06,263190000,3904.06
11-Feb-94,3895.34,3920.95,3855.94,3894.78,213740000,3894.78
10-Feb-94,3931.92,3953.59,3882.96,3895.34,327249984,3895.34
9-Feb-94,3906.03,3956.97,3887.74,3931.92,332670016,3931.92
8-Feb-94,3906.32,3951.34,3873.67,3906.03,318180000,3906.03
7-Feb-94,3871.42,3923.48,3840.75,3906.32,348270016,3906.32
4-Feb-94,3967.66,3979.76,3857.63,3871.42,378380000,3871.42
3-Feb-94,3975.54,3995.52,3932.77,3967.66,318350016,3967.66
2-Feb-94,3964.01,3997.78,3937.27,3975.54,328960000,3975.54
1-Feb-94,3978.36,3998.06,3938.12,3964.01,322510016,3964.01
31-Jan-94,3945.43,4002.84,3937.27,3978.36,322870016,3978.36
28-Jan-94,3926.30,3971.89,3919.54,3945.43,313140000,3945.43
27-Jan-94,3908.00,3951.34,3876.77,3926.30,346500000,3926.30
26-Jan-94,3895.34,3934.74,3863.82,3908.00,304660000,3908.00
25-Jan-94,3912.79,3937.55,3863.82,3895.34,326120000,3895.34
24-Jan-94,3914.48,3947.68,3882.11,3912.79,296900000,3912.79
21-Jan-94,3891.96,3933.33,3875.36,3914.48,346220000,3914.48
20-Jan-94,3884.37,3915.60,3857.91,3891.96,310449984,3891.96
19-Jan-94,3870.29,3909.97,3839.34,3884.37,311369984,3884.37
18-Jan-94,3870.29,3905.19,3840.75,3870.29,309729984,3870.29
17-Jan-94,3867.20,3896.75,3833.71,3870.29,233980000,3870.29
14-Jan-94,3842.43,3891.96,3830.62,3867.20,304910016,3867.20
13-Jan-94,3848.63,3864.67,3808.38,3842.43,277969984,3842.43
12-Jan-94,3850.31,3876.49,3809.79,3848.63,310689984,3848.63
11-Jan-94,3865.51,3885.21,3823.02,3850.31,305489984,3850.31
10-Jan-94,3820.77,3874.52,3804.72,3865.51,319489984,3865.51
7-Jan-94,3803.88,3842.15,3778.83,3820.77,324920000,3820.77
6-Jan-94,3798.82,3843.84,3771.52,3803.88,367880000,3803.88
5-Jan-94,3783.90,3821.33,3750.41,3798.82,400030016,3798.82
4-Jan-94,3756.60,3798.25,3718.89,3783.90,326600000,3783.90
3-Jan-94,3754.09,3790.70,3715.24,3756.60,270140000,3756.60
31-Dec-93,3775.88,3804.11,3745.15,3754.09,168590000,3754.09
30-Dec-93,3794.33,3806.34,3759.96,3775.88,195860000,3775.88
29-Dec-93,3793.77,3818.92,3764.43,3794.33,269569984,3794.33
28-Dec-93,3792.93,3813.33,3766.10,3793.77,200960000,3793.77
27-Dec-93,3757.72,3804.95,3750.46,3792.93,171200000,3792.93
23-Dec-93,3762.19,3791.81,3739.56,3757.72,227240000,3757.72
22-Dec-93,3745.15,3780.64,3725.86,3762.19,272440000,3762.19
21-Dec-93,3755.21,3774.77,3719.72,3745.15,273369984,3745.15
20-Dec-93,3751.57,3777.84,3728.66,3755.21,255900000,3755.21
17-Dec-93,3726.14,3768.90,3706.30,3751.57,363750016,3751.57
16-Dec-93,3716.92,3756.60,3694.29,3726.14,284620000,3726.14
15-Dec-93,3742.63,3776.44,3689.82,3716.92,331769984,3716.92
14-Dec-93,3764.43,3785.94,3726.70,3742.63,275049984,3742.63
13-Dec-93,3740.67,3780.64,3711.33,3764.43,256580000,3764.43
10-Dec-93,3729.78,3758.84,3704.91,3740.67,245620000,3740.67
9-Dec-93,3734.53,3764.43,3709.94,3729.78,287569984,3729.78
8-Dec-93,3718.88,3756.60,3693.73,3734.53,314460000,3734.53
7-Dec-93,3710.21,3746.82,3689.26,3718.88,285689984,3718.88
6-Dec-93,3704.07,3738.44,3687.30,3710.21,292369984,3710.21
3-Dec-93,3702.11,3726.98,3677.80,3704.07,268780000,3704.07
2-Dec-93,3697.08,3725.30,3674.17,3702.11,256370000,3702.11
1-Dec-93,3683.95,3731.73,3673.33,3697.08,293870016,3697.08
30-Nov-93,3677.80,3713.57,3654.88,3683.95,290249984,3683.95
29-Nov-93,3683.95,3721.67,3654.33,3677.80,272710016,3677.80
26-Nov-93,3687.58,3703.23,3660.75,3683.95,90220000,3683.95
24-Nov-93,3674.17,3709.94,3654.33,3687.58,230630000,3687.58
23-Nov-93,3670.25,3702.67,3649.57,3674.17,261590000,3674.17
22-Nov-93,3694.01,3697.92,3627.78,3670.25,280129984,3670.25
19-Nov-93,3685.34,3711.05,3640.07,3694.01,302969984,3694.01
18-Nov-93,3704.35,3721.95,3649.57,3685.34,313480000,3685.34
17-Nov-93,3710.77,3749.90,3660.19,3704.35,319560000,3704.35
16-Nov-93,3677.52,3723.91,3653.77,3710.77,303980000,3710.77
15-Nov-93,3684.51,3705.74,3653.49,3677.52,251030000,3677.52
12-Nov-93,3662.43,3707.42,3648.74,3684.51,326240000,3684.51
11-Nov-93,3663.55,3700.43,3638.40,3662.43,287110016,3662.43
10-Nov-93,3640.07,3683.39,3616.60,3663.55,283449984,3663.55
9-Nov-93,3647.90,3689.82,3623.03,3640.07,278289984,3640.07
8-Nov-93,3643.43,3674.17,3621.91,3647.90,232340000,3647.90
5-Nov-93,3624.98,3663.83,3585.86,3643.43,336900000,3643.43
4-Nov-93,3661.87,3681.99,3609.61,3624.98,323430016,3624.98
3-Nov-93,3697.64,3714.69,3638.40,3661.87,342110016,3661.87
2-Nov-93,3692.61,3724.75,3656.00,3697.64,304780000,3697.64
1-Nov-93,3680.59,3708.26,3656.84,3692.61,256030000,3692.61
29-Oct-93,3687.86,3712.45,3656.84,3680.59,270569984,3680.59
28-Oct-93,3664.66,3713.57,3657.96,3687.86,301220000,3687.86
27-Oct-93,3672.49,3692.33,3634.76,3664.66,279830016,3664.66
26-Oct-93,3673.61,3701.55,3636.16,3672.49,284529984,3672.49
25-Oct-93,3649.30,3694.01,3618.28,3673.61,260310000,3673.61
22-Oct-93,3636.16,3697.92,3612.13,3649.30,301440000,3649.30
21-Oct-93,3645.10,3678.36,3610.45,3636.16,288820000,3636.16
20-Oct-93,3635.32,3667.74,3611.85,3645.10,305670016,3645.10
19-Oct-93,3642.31,3669.97,3601.79,3635.32,304400000,3635.32
18-Oct-93,3629.73,3675.84,3595.92,3642.31,329569984,3642.31
15-Oct-93,3621.63,3664.66,3596.20,3629.73,366110016,3629.73
14-Oct-93,3603.19,3652.09,3574.40,3621.63,353820000,3621.63
13-Oct-93,3593.13,3628.34,3574.12,3603.19,290929984,3603.19
12-Oct-93,3593.41,3619.39,3575.24,3593.13,263970000,3593.13
11-Oct-93,3584.74,3611.01,3565.46,3593.41,183190000,3593.41
8-Oct-93,3583.63,3610.45,3550.37,3584.74,243590000,3584.74
7-Oct-93,3598.99,3616.32,3564.90,3583.63,255210000,3583.63
6-Oct-93,3587.26,3620.79,3570.21,3598.99,277070016,3598.99
5-Oct-93,3577.76,3616.88,3553.72,3587.26,294569984,3587.26
4-Oct-93,3581.11,3603.19,3550.65,3577.76,229380000,3577.76
1-Oct-93,3555.12,3605.14,3541.71,3581.11,256870000,3581.11
30-Sep-93,3566.30,3583.63,3528.57,3555.12,282740000,3555.12
29-Sep-93,3566.02,3596.48,3538.91,3566.30,277689984,3566.30
28-Sep-93,3567.70,3589.49,3542.27,3566.02,243320000,3566.02
27-Sep-93,3543.11,3589.49,3539.47,3567.70,244920000,3567.70
24-Sep-93,3539.75,3568.54,3507.90,3543.11,248270000,3543.11
23-Sep-93,3547.02,3567.70,3513.48,3539.75,276660000,3539.75
22-Sep-93,3537.24,3577.20,3516.56,3547.02,288960000,3547.02
21-Sep-93,3575.80,3592.57,3501.47,3537.24,301740000,3537.24
20-Sep-93,3613.25,3632.81,3567.98,3575.80,228040000,3575.80
17-Sep-93,3630.85,3637.28,3580.83,3613.25,369600000,3613.25
16-Sep-93,3633.65,3651.25,3601.79,3630.85,229700000,3630.85
15-Sep-93,3615.76,3644.82,3573.84,3633.65,294409984,3633.65
14-Sep-93,3634.21,3639.51,3590.61,3615.76,258620000,3615.76
13-Sep-93,3621.63,3655.16,3607.66,3634.21,244970000,3634.21
10-Sep-93,3589.49,3636.16,3576.64,3621.63,269950016,3621.63
9-Sep-93,3588.93,3616.04,3556.52,3589.49,258070000,3589.49
8-Sep-93,3607.10,3623.31,3561.27,3588.93,283100000,3588.93
7-Sep-93,3633.93,3649.02,3592.57,3607.10,229500000,3607.10
3-Sep-93,3626.10,3651.53,3603.75,3633.93,197160000,3633.93
2-Sep-93,3645.10,3660.19,3610.17,3626.10,259870000,3626.10
1-Sep-93,3651.25,3665.50,3619.67,3645.10,245040000,3645.10
31-Aug-93,3643.99,3662.99,3619.67,3651.25,252830000,3651.25
30-Aug-93,3640.63,3667.46,3621.63,3643.99,194180000,3643.99
27-Aug-93,3648.18,3656.28,3606.54,3640.63,196140000,3640.63
26-Aug-93,3652.09,3681.71,3620.23,3648.18,247800000,3648.18
25-Aug-93,3638.96,3674.17,3620.51,3652.09,301640000,3652.09
24-Aug-93,3605.98,3648.18,3590.89,3638.96,270700000,3638.96
23-Aug-93,3615.48,3630.57,3578.87,3605.98,212500000,3605.98
20-Aug-93,3612.13,3633.37,3580.55,3615.48,276800000,3615.48
19-Aug-93,3604.86,3632.25,3581.11,3612.13,293329984,3612.13
18-Aug-93,3586.98,3638.96,3577.48,3604.86,312940000,3604.86
17-Aug-93,3579.15,3611.29,3554.00,3586.98,261320000,3586.98
16-Aug-93,3569.65,3606.54,3547.86,3579.15,229190000,3579.15
13-Aug-93,3569.09,3594.52,3547.58,3569.65,214370000,3569.65
12-Aug-93,3583.35,3607.66,3537.24,3569.09,278529984,3569.09
11-Aug-93,3572.73,3607.94,3550.93,3583.35,268330000,3583.35
10-Aug-93,3576.08,3599.83,3547.02,3572.73,255520000,3572.73
9-Aug-93,3560.43,3599.83,3541.15,3576.08,232750000,3576.08
6-Aug-93,3548.97,3583.35,3536.12,3560.43,221150000,3560.43
5-Aug-93,3552.05,3574.12,3523.54,3548.97,249650000,3548.97
4-Aug-93,3561.27,3579.99,3530.25,3552.05,230040000,3552.05
3-Aug-93,3560.99,3588.10,3530.81,3561.27,254540000,3561.27
2-Aug-93,3539.47,3578.32,3524.94,3560.99,230380000,3560.99
30-Jul-93,3567.42,3581.11,3515.72,3539.47,254420000,3539.47
29-Jul-93,3553.45,3593.41,3531.37,3567.42,261240000,3567.42
28-Jul-93,3565.46,3588.38,3524.38,3553.45,270529984,3553.45
27-Jul-93,3567.70,3604.86,3533.60,3565.46,256750000,3565.46
26-Jul-93,3546.74,3584.74,3541.43,3567.70,223280000,3567.70
23-Jul-93,3525.22,3569.37,3508.17,3546.74,222170000,3546.74
22-Jul-93,3555.40,3566.86,3514.32,3525.22,249630000,3525.22
21-Jul-93,3544.78,3573.84,3516.84,3555.40,278590016,3555.40
20-Jul-93,3535.28,3567.98,3500.63,3544.78,275129984,3544.78
19-Jul-93,3528.29,3563.23,3502.87,3535.28,216370000,3535.28
16-Jul-93,3550.93,3571.61,3505.94,3528.29,263100000,3528.29
15-Jul-93,3542.55,3573.01,3509.85,3550.93,277809984,3550.93
14-Jul-93,3515.44,3562.39,3507.34,3542.55,285889984,3542.55
13-Jul-93,3524.38,3544.22,3491.13,3515.44,236720000,3515.44
12-Jul-93,3521.06,3545.97,3495.04,3524.38,202310000,3524.38
9-Jul-93,3514.42,3544.03,3490.89,3521.06,235210000,3521.06
8-Jul-93,3475.67,3532.41,3462.38,3514.42,282910016,3514.42
7-Jul-93,3449.93,3495.32,3443.28,3475.67,253170000,3475.67
6-Jul-93,3483.97,3502.52,3443.28,3449.93,233420000,3449.93
2-Jul-93,3510.54,3511.65,3468.47,3483.97,220750000,3483.97
1-Jul-93,3516.08,3542.10,3487.29,3510.54,292040000,3510.54
30-Jun-93,3518.85,3543.48,3493.11,3516.08,281120000,3516.08
29-Jun-93,3530.20,3544.87,3491.44,3518.85,276310016,3518.85
28-Jun-93,3490.89,3542.10,3486.74,3530.20,242090000,3530.20
25-Jun-93,3490.61,3512.76,3473.18,3490.89,210430000,3490.89
24-Jun-93,3466.81,3504.73,3449.10,3490.61,267450000,3490.61
23-Jun-93,3497.53,3514.14,3445.77,3466.81,278260000,3466.81
22-Jun-93,3510.82,3530.47,3474.28,3497.53,259530000,3497.53
21-Jun-93,3494.77,3531.86,3477.05,3510.82,223650000,3510.82
18-Jun-93,3521.89,3539.88,3478.44,3494.77,300500000,3494.77
17-Jun-93,3511.65,3539.61,3488.68,3521.89,239810000,3521.89
16-Jun-93,3492.00,3527.43,3460.17,3511.65,264500000,3511.65
15-Jun-93,3514.69,3531.86,3471.24,3492.00,234110000,3492.00
14-Jun-93,3505.01,3538.22,3486.74,3514.69,210440000,3514.69
11-Jun-93,3491.72,3536.01,3479.27,3505.01,255200000,3505.01
10-Jun-93,3511.93,3538.22,3461.83,3491.72,231760000,3491.72
9-Jun-93,3510.54,3541.54,3490.89,3511.93,249030000,3511.93
8-Jun-93,3532.13,3543.48,3494.21,3510.54,238170000,3510.54
7-Jun-93,3545.14,3570.33,3510.82,3532.13,236930000,3532.13
4-Jun-93,3544.87,3563.13,3516.63,3545.14,226440000,3545.14
3-Jun-93,3553.45,3569.50,3516.08,3544.87,285769984,3544.87
2-Jun-93,3552.34,3576.14,3530.47,3553.45,287120000,3553.45
1-Jun-93,3527.43,3577.25,3518.02,3552.34,229690000,3552.34
28-May-93,3554.83,3563.41,3503.62,3527.43,207820000,3527.43
27-May-93,3540.16,3582.23,3523.28,3554.83,300809984,3554.83
26-May-93,3516.63,3558.98,3498.64,3540.16,274230016,3540.16
25-May-93,3507.78,3534.35,3486.46,3516.63,222090000,3516.63
24-May-93,3492.83,3526.60,3472.35,3507.78,197990000,3507.78
